what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414732881436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1414732885211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1414732886018
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1414732886664
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1414732887326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1414732890697
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1414732891416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414732894442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733041236
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1414733042687
started,bundle,org.eclipse.mylyn.context.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.context.ui",1414733042702
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1414733044282
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1414733044286
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1414733044308
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1414733044308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733049742
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733051444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733056486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733060594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733061686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733071975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733073711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733075226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1414733080314
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1414733083584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733085923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733086246
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414733089777
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733093281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733127923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733128857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733130710
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1414733133901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733144111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733144731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733151592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1414733152454
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1414733153788
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1414733153831
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733153859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733154847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733155854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733156838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733165003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1414733166613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1414733167710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1414733168230
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1414733168657
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1414733168662
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.active.elements",1414733169267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1414733170353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733180672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733183961
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1414733185880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733190439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733195042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733199224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733203611
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414733203898
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414733204004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733204571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733210512
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1414733213452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733215542
started,bundle,org.codehaus.groovy.eclipse.refactoring,2.9.0.xx-201407151439-e37-RELEASE,"org.codehaus.groovy.eclipse.refactoring",1414733216643
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414733216713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733216782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1414733216804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733219866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733224737
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414733224785
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414733224910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733225991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733229422
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1414733231499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1414733232724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733234547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733237436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1414733240583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1414733243376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733253847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1414733253960
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1414733263867
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414733264872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1414733269686
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1414733271236
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414733271473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1414733275497
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1414733279885
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414733283912
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1414733292953
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414733293190
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1414733296872
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1414733297100
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1414733297968
